modelo;aro;furac�o;offset;acabamento
AMG;18x8;5X112;40;BLACK DIAMOND (BD)
AMG;19X8,5;5X112;45;BLACK DIAMOND (BD)
ARION;19X8,5;5X100;45;BLACK (B)
ARION;19X8,5;5X100;45;GRAFITE BRILHANT (GB)
ARION;19X8,5;5X100;45;SILVER STAR (SS)
ARION;19X8,5;5X105;45;BLACK (B)
ARION;19X8,5;5X108;45;BLACK (B)
ARION;19X8,5;5X108;45;BRONZE FOSCO (BZF)
ARION;19X8,5;5X108;45;GRAFITE BRILHANT (GB)
ARION;19X8,5;5X108;45;SILVER STAR (SS)
ARION;19X8,5;5X113;45;BLACK (B)
ARION;19X8,5;5X113;45;BRONZE FOSCO (BZF)
ARION;19X8,5;5X113;45;GRAFITE BRILHANT (GB)
ARION;19X8,5;5X113;45;SILVER STAR (SS)
ARION;19X8,5;5X120;45;BLACK (B)
ARION;19X8,5;5X120;45;GBRONZE FOSCO (BFZ)
ARION;19X8,5;5X120;45;GRAFITE BRILHANT (GB)
ARION;19X8,5;5X120;45;SILVER STAR (SS)
B20;15x6;4X99;35;BLACK (B)
B20;15x6;4X99;35;SILVER STAR (SS)
BALLINA;15x7;4X99/108;35;PRATA DIAM (SD)
BALLINA;17x6;4X99;38;PRATA DIAM (SD)
G10;15x6;4X99;38;BLACK DIAMOND (BD)
BMW;20x8;5X112;30;BLACK DIAMOND (BD)
BMW;20x8;5X120;35;BLACK DIAMOND (BD)
BRW1860;20X7,5;5X110;40;SILVER STAR (SS)
C10;17x4;4X100;-44;BLACK DIAMOND (BD)
C10;17x4;5X114;-44;BLACK DIAMOND (BD)
C10;15x4;4X100;10;BRUTA (BRUTA)
C10;15x4;4X100;-10;BLACK DIAMOND (BD)
C10;15x4;4X100;-10;POLIDA (P)
C10;15x4;5X114;10;BRUTA (BRUTA)
C10;15x4;5X114;-10;BLACK DIAMOND (BD)
C10;15x4;5X114;-10;POLIDA (P)
C10;15x7;4X100;10;BRUTA (BRUTA)
C10;15x7;4X100;30;BRUTA (BRUTA)
C10;15x7;4X100;30;BLACK DIAMOND (BD)
C10;15x7;4X100;30;POLIDA (P)
C10;15x7;5X100;30;BLACK DIAMOND (BD)
C10;15x7;5X114;25;BRUTA (BRUTA)
C10;15x7;5X114;25;BLACK DIAMOND (BD)
C10;15x7;5X114;25;POLIDA (P)
C10;15x8;5X114;20;BRUTA (BRUTA)
C10;15x8;5X114;20;BLACK DIAMOND (BD)
C10;15x8;5X114;20;POLIDA (P)
C10;17x7;4X100;37;BLACK DIAMOND (BD)
C10;17X7;5X100;37;DOURADA DIAMANTADA (DD)
C10;17x7;5X114;37;BRUTA (BRUTA)
C10;17x7;5X114;37;BLACK DIAMOND (BD)
C10;17x7;5X114;37;POLIDA (P)
C14;15x4;4X100;-10;BLACK DIAMOND (BD)
C14;15x4;5X114;-10;BLACK DIAMOND (BD)
C14;15x7;4X100;30;BLACK DIAMOND (BD)
C14;15x7;5X114;25;BLACK DIAMOND (BD)
C14;15x8;4X100;20;BLACK DIAMOND (BD)
C14;15x8;5X114;20;BRUTA (BRUTA)
C14;15x8;5X114;20;BLACK DIAMOND (BD)
C17;15x4;4X100;-10;BLACK DIAMOND (BD)
C17;15x4;4X100;-10;HYPER DIAMOND (HD)
C17;15x4;5X114;-10;HYPER DIAMOND (HD)
C17;15x7;4X100;30;BLACK DIAMOND (BD)
C17;15x7;4X100;30;HYPER DIAMOND (HD)
C17;15x7;5X114;25;BLACK DIAMOND (BD)
C17;15x7;5X114,3;25;HYPER DIAMOND (HD)
C17;15x8;4X100;20;HYPER DIAMOND (HD)
C17;15x8;5X114;20;BLACK DIAMOND (BD)
C17;15x8;5X114,3;20;HYPER DIAMOND (HD)
C17;17x7;4X100;37;BLACK DIAMOND (BD)
C17;17x7;4X100;37;HYPER DIAMOND (HD)
C65;15x4;4X100;-10;BLACK (B)
C65;15x4;5X114;-10;BLACK (B)
C65;15x7;4x100;30;BLACK (B)
C65;15x7;5X114;25;BLACK (B)
C65;15x8;4X100;20;BLACK (B)
C65;15x8;5X114;20;BLACK (B)
C65;17x7;4X100;37;BLACK (B)
C65;17x7;5X100;37;BLACK (B)
C65;17x7;5X114;37;BLACK (B)
C9;15x4;4X100;10;BRUTA (BRUTA)
C9;15x4;4X100;10;HYPER DIAMOND (HD)
C9;15x4;4X100;-10;POLIDA (P)
C9;15X4;5X114;10;BRUTA (BRUTA)
C9;15x4;5X114;-10;HYPER DIAMOND (HD)
C9;15x4;5X114;-10;POLIDA (P)
C9;15x7;4X100;30;BRUTA (BRUTA)
C9;15x7;4X100;30;HYPER DIAMOND (HD)
C9;15x7;4X100;30;POLIDA (P)
C9;15X7;5X114;25;BRUTA (BRUTA)
C9;15x7;5X114;25;HYPER DIAMOND (HD)
C9;15x7;5X114;25;POLIDA (P)
C9;15x8;4X100;20;HYPER DIAMOND (HD)
C9;15x8;5X114,3;20;BRUTA (BRUTA)
C9;15x8;5X114;20;HYPER DIAMOND (HD)
C9;15x8;5X114;20;POLIDA (P)
C9;17x7;4X100;37;HYPER DIAMOND (HD)
CENTAURO;20x8;5X113;30;BLACK FOSCO DIAMOND (BFD)
DISCOVERY;19X8,5;5X108;42;BLACK FOSCO (BF)
DISCOVERY;19X8,5;5X108;42;GRAFITE FOSC (GF)
DISCOVERY;19X8,5;5X108;42;SILVER STAR (SS)
DISCOVERY;19X8,5;5X113;42;BLACK FOSCO (BF)
DISCOVERY;19X8,5;5X113;42;GRAFITE FOSC (GF)
DISCOVERY;19X8,5;5X113;42;OURO VELHO F (OVF)
E47;17x6;4X130;40;BLACK DIAMOND (BD)
E55;17x4;5X114;-10;BRUTA (BRUTA)
E55;15X10;5X114;-10;GRAPHITE DIAMOND (GD)
E55;15X10;5X114;-10;HYPER DIAMOND (HD)
E55;15X10;5X114;-10;POLIDA (P)
E55;17x4;5X139;-10;BRUTA (BRUTA)
E55;15X10;5X139;-10;GRAPHITE DIAMOND (GD)
E55;15X10;5X139;-10;HYPER DIAMOND (HD)
E55;15X10;5X139;-10;POLIDA (P)
E55;15x7;5X114;0;BRUTA (BRUTA)
E55;15x7;5X114;0;GRAPHITE DIAMOND (GD)
E55;15x7;5X114;0;HYPER DIAMOND (HD)
E55;15x7;5X114;0;POLIDA (P)
E55;15x7;5X114;20;BRUTA (BRUTA)
E55;15x7;5X114;20;BLACK DIAMOND (BD)
E55;15x7;5X114;20;GRAPHITE DIAMOND (GD)
E55;15x7;5X114;20;HYPER DIAMOND (HD)
E55;15x7;5X114;20;POLIDA (P)
E55;15x7;5X139;0;BRUTA (BRUTA)
E55;15x7;5X139;0;GRAPHITE DIAMOND (GD)
E55;15x7;5X139;0;HYPER DIAMOND (HD)
E55;15x7;5X139;0;POLIDA (P)
E55;15x8;5X112;0;HYPER DIAMOND (HD)
E55;15x8;5X114;0;BRUTA (BRUTA)
E55;15x8;5X114;0;GRAPHITE DIAMOND (GD)
E55;15x8;5X114;0;HYPER DIAMOND (HD)
E55;15X8;5X114;0;POLIDA (P)
E55;15x8;5X139;0;BRUTA (BRUTA)
E55;15x8;5X139;0;GRAPHITE DIAMOND (GD)
E55;15x8;5X139;0;HYPER DIAMOND (HD)
E55;15X8;5X139;0;POLIDA (P)
E56;15X10;5X114/139;0;BLACK DIAMOND (BD)
E56;15X10;5X114/139;0;DIAMOND (D)
E56;15X10;5X114/139;0;VERM BORDA DIAM (LVD)
E56;15X10;6X139;0;BLACK DIAMOND (BD)
E56;15X10;6X139;0;DIAMOND (D)
E56;15X10;6X139;0;VERM BORDA DIAM (LVD)
E56;15X5,5;5X112;0;DIAMOND (D)
E56;15X5,5;5X112;0;VERM BORDA DIAM (LVD)
E56;15X5,5;4X130;0;HYPER DIAMOND (HD)
E56;15X5,5;4X130;0;VERM BORDA DIAM (LVD)
E56;15X6,5;4X130;0;HYPER DIAMOND (HD)
E56;15x7;5X114/139;0;BLACK DIAMOND (BD)
E56;15x7;5X114/139;0;DIAMOND (D)
E56;15x7;5X114/139;0;VERM BORDA DIAM (LVD)
E56;15x7;6X139;0;BLACK DIAMOND (BD)
E56;15x7;6X139;0;DIAMOND (D)
E56;15x7;6X139;0;VERM BORDA DIAM (LVD)
E56;15X8;5X114/139;0;BLACK DIAMOND (BD)
E56;15X8;5X114/139;0;DIAMOND (D)
E56;15X8;5X114/139;0;VERM BORDA DIAM (LVD)
E56;15X8;6X139;0;BLACK DIAMOND (BD)
E56;15x8;6X139;0;DIAMOND (D)
E56;15X8;6X139;0;VERM BORDA DIAM (LVD)
E56;17x7;5X114/139;0;BLACK DIAMOND (BD)
E56;17x7;5X114/139;0;DIAMOND (D)
E56;17X7;5X114/139;0;VERM BORDA DIAM (LVD)
E56;17x7;5X120;0;DIAMOND (D)
E56;17x7;6X139;0;BLACK DIAMOND (BD)
E56;17x7;6X139;0;DIAMOND (D)
E56;17x7;6X139;0;VERM BORDA DIAM (LVD)
E56;18x8;5X114/139;0;BLACK DIAMOND (BD)
E56;18x8;5X114/139;0;DIAMOND (D)
E56;18x8;5X114/139;0;VERM BORDA DIAM (LVD)
E56;18x8;6X139;0;BLACK DIAMOND (BD)
E56;18x8;6X139;0;DIAMOND (D)
E56;18x8;6X139;0;VERM BORDA DIAM (LVD)
E56;20X10,5;5X114/139;-20;BLACK DIAMOND (BD)
E56;20X10,5;5X114/139;-20;DIAMOND (D)
E56;20X10,5;5X114/139;-20;VERM BORDA DIAM (LVD)
E56;20X10,5;6X139;-20;BLACK DIAMOND (BD)
E56;20X10,5;6X139;-20;DIAMOND (D)
E56;20X10,5;6X139;-20;VERM BORDA DIAM (LVD)
E56;20X8,5;5X114/139;0;BLACK DIAMOND (BD)
E56;20X8,5;5X114/139;0;DIAMOND (D)
E56;20X8,5;5X114/139;0;VERM BORDA DIAM (LVD)
E56;20X8,5;6X139;0;BLACK DIAMOND (BD)
E56;20X8,5;6X139;0;DIAMOND (D)
E56;20X8,5;6X139;0;VERM BORDA DIAM (LVD)
E56;20X8,5;6X139,7;-20;VERM BORDA DIAM (LVD)
E58;17x7;5X114;0;GRAPHITE DIAMOND (GD)
E58;17x7;5X114;0;HYPER DIAMOND (HD)
E58;17x7;5X120;0;HYPER DIAMOND (HD)
E58;17x7;5X139;0;GRAPHITE DIAMOND (GD)
E58;17x7;5X139;0;HYPER DIAMOND (HD)
E58;18x8;5X114;0;BRUTA (BRUTA)
E58;18x8;5X114;0;GRAPHITE DIAMOND (GD)
E58;18x8;5X114;0;HYPER DIAMOND (HD)
E58;18x8;5X114;0;POLIDA (P)
E58;18x8;5X120;0;BRUTA (BRUTA)
E58;18x8;5X120;0;HYPER DIAMOND (HD)
E58;18x8;5X120;0;POLIDA (P)
E58;18x8;5X139;0;BRUTA (BRUTA)
E58;18x8;5X139;0;GRAPHITE DIAMOND (GD)
E58;18x8;5X139;0;HYPER DIAMOND (HD)
E58;18x8;5X139;0;POLIDA (P)
E58;20x8;5X139;0;POLIDA (P)
E58;20X8,5;5X114;0;BRUTA (BRUTA)
E58;20X8,5;5X114;0;POLIDA (P)
E58;20X8,5;5X114;0;BLACK DIAMOND (BD)
E58;20X8,5;5X114;0;GRAPHITE DIAMOND (GD)
E58;20X8,5;5X114;0;HYPER DIAMOND (HD)
E58;20X8,5;5X120;0;BRUTA (BRUTA)
E58;20X8,5;5X120;0;BLACK DIAMOND (BD)
E58;20X8,5;5X120;0;HYPER DIAMOND (HD)
E58;20X8,5;5X139;0;POLIDA (P)
E58;20X8,5;5X139;0;BRUTA (BRUTA)
E58;20X8,5;5X139;0;BLACK DIAMOND (BD)
E58;20X8,5;5X139;0;GRAPHITE DIAMOND (GD)
E58;20X8,5;5X139;0;HYPER DIAMOND (HD)
E63;15x7;5X114;0;HYPER DIAMOND (HD)
E63;15x7;5X114;20;BRUTA (BRUTA)
E63;15x7;5X114;20;BLACK DIAMOND (BD)
E63;15x7;5X114;20;HYPER DIAMOND (HD)
E63;15x7;5X114;20;POLIDA (P)
E63;15x7;5X139;0;GRAPHITE DIAMOND (GD)
E63;15x7;5X139;0;HYPER DIAMOND (HD)
E63;15x8;5X114;-5;GRAPHITE DIAMOND (GD)
E63;15x8;5X114;-5;HYPER DIAMOND (HD)
E63;15x8;5X139;-5;GRAPHITE DIAMOND (GD)
E63;15x8;5X139;-5;HYPER DIAMOND (HD)
E64;17x7;5X114;0;GRAPHITE DIAMOND (GD)
E64;17x7;5X114;0;HYPER DIAMOND (HD)
E64;17x7;5X139;0;GRAPHITE DIAMOND (GD)
E64;17x7;5X139;0;HYPER DIAMOND (HD)
E87;20X10,5;5X114;-20;BLACK DIAMOND (BD)
E87;20X10,5;5X114;-20;GRAPHITE DIAMOND (GD)
E87;20X10,5;5X139;-20;BLACK DIAMOND (BD)
E87;20X10,5;5X139;-20;GRAPHITE DIAMOND (GD)
E87;20X10,5;6X139;-20;BLACK DIAMOND (BD)
E87;20X10,5;6X139;-20;GRAPHITE DIAMOND (GD)
E87;20x8;5X114;0;BLACK DIAMOND (BD)
E87;20x8;5X114;0;GRAPHITE DIAMOND (GD)
E87;20x8;5X139;0;BLACK DIAMOND (BD)
E87;20x8;5X139;0;GRAPHITE DIAMOND (GD)
E87;20x8;6X139;0;BLACK DIAMOND (BD)
E87;20x8;6X139;0;GRAPHITE DIAMOND (GD)
E90;17X7;5X112;36;BLACK DIAMOND (BD)
E90;17x7;5X114;36;BLACK DIAMOND (BD)
E90;17x7;5X130;36;BLACK DIAMOND (BD)
F1;17x7;4X100;40;BLACK (B)
F1;17x7;4X100;40;HYPER GLOSS (HG)
F1;17x7;5X100;40;BLACK (B)
F1;17x7;5X100;40;HYPER GLOSS (HG)
F1;17x7;4X108;40;BLACK (B)
F1;17x7;5X112;40;HYPER GLOSS (HG)
F1;17x7;5X114;40;BLACK (B)
F1;17x7;5X114;40;HYPER GLOSS (HG)
F2;20X7,5;4X100;42;BLACK (B)
F2;20X7,5;5X100;42;BLACK (B)
F2;20X7,5;5X100;42;BLACK DIAMOND (BD)
F2;20X7,5;5X100;42;HYPER GLOSS (HG)
F2;20X7,5;5X105;43;HYPER GLOSS (HG)
F2;20X7,5;5X108;44;HYPER GLOSS (HG)
F2;20X7,5;5X112;45;BLACK (B)
F2;20X7,5;5X112;46;BLACK DIAMOND (BD)
F2;20X7,5;5X112;47;HYPER GLOSS (HG)
F2;20X7,5;5X114;48;BLACK (B)
F250;18x7;8X170;6,3;HYPER DIAMOND (HD)
F250;20X8,5;8X170;7,5;HYPER DIAMOND (HD)
F3;17x6;4X100;7,5;HYPER GLOSS (HG)
F4;15x6;4X100;38;HYPER GLOSS (HG)
F5;20x8;5X100;40;BLACK DIAMOND (BD)
F5;20x8;5X100;40;GLOSS SHADOW (GS)
F5;20x8;5X100;40;HYPER GLOSS (HG)
F5;20x8;5X112;40;BLACK DIAMOND (BD)
F5;20x8;5X112;40;GLOSS SHADOW (GS)
F5;20x8;5X112;40;HYPER GLOSS (HG)
F5;20x8;5X114;40;GLOSS SHADOW (GS)
F5;20x8;5X114;40;HYPER GLOSS (HG)
F86;15x6;4X99;38;SILVER STAR (SS)
FF1906;19X8,5;5X113;40;BLACK FOSCO (BF)
FF1906;19X8,5;5X113;40;GRAFITE BRILHANT (GB)
FF1906;19X8,5;5X113;40;INOX (INOX)
FF1906;19X8,5;5X113;40;SILVER STAR (SS)
FUCHS;15x6;5X112;28;BLACK DIAMOND (BD)
FUCHS;15x6;4X130;28;BLACK DIAMOND (BD)
FUCHS911;17X7;4X130;38;BLACK DIAMOND (BD)
FUCHS911;17X7;5X112;38;BLACK DIAMOND (BD)
FUCHS;17x7;5X112;40;BLACK DIAM BRILH (BDB)
G130;17x7;5X112;40;BLACK DIAMOND (BD)
G140;17x7;4X108;38;BLACK (B)
G140;17x7;4X108;38;SILVER STAR (SS)
G140;17x7;4X99;38;BLACK (B)
G140;17x7;4X99;38;GRAFITE BRILHANT (GB)
G140;17x7;4X99;38;SILVER STAR (SS)
G140;17x7;5X100;38;BLACK (B)
G140;17x7;5X100;38;GRAFITE BRILHANT (GB)
G140;17x7;5X100;38;SILVER STAR (SS)
G140;17x7;5X105;38;BLACK (B)
G140;17x7;5X105;38;GRAFITE BRILHANT (GB)
G140;17x7;5X105;38;SILVER STAR (SS)
G140;17x7;5X108;38;BLACK (B)
G140;17x7;5X108;38;GRAFITE BRILHANT (GB)
G140;17x7;5X108;38;SILVER STAR (SS)
G140;17x7;5X113;38;BLACK (B)
G140;17x7;5X113;38;GRAFITE BRILHANT (GB)
G140;17x7;5X113;38;SILVER STAR (SS)
G15;15X5,5;5X205;5;BLACK DIAMOND (BD)
G15;15X5,5;5X112;5;BLACK DIAMOND (BD)
G15;15x8;5X205;-7;BLACK DIAMOND (BD)
G16;16x7;6X139;35;BLACK DIAMOND (BD)
G1739;17x7;6X139;35;BLACK DIAMOND (BD)
G1810;17x6;4X99;38;HYPER DIAMOND (HD)
G1810;17x6;4X99;38;OURO VELHO F (OURO)
G1810;18x6;4X100;32;HYPER DIAMOND (HD)
G18;18x8;6X139,7;20;SILVER STAR (SS)
G2010;20x8;5X100;50;BLACK DIAMOND (BD)
G2010;20x8;5X100;50;BLACK DIAM SMOKE (BDS)
G2010;20x8;5X112;50;BLACK DIAMOND (BD)
G2010;20x8;5X112;50;BLACK DIAM SMOKE (BDS)
G37;17x7;4X108;35;BLACK FOSCO (BF)
G37;17x7;4X108;35;OURO VELHO F (OURO)
G37;17x7;4X99;35;BLACK FOSCO (BF)
G37;17x7;4X99;35;GRAFITE BRILHANT (GB)
G37;17x7;4X99;35;OURO VELHO F (OURO)
G37;17x7;4X99;35;SILVER STAR (SS)
G37;17x7;5X100;35;BLACK FOSCO (BF)
G37;17x7;5X100;35;GRAFITE BRILHANT (GB)
G37;17x7;5X100;35;OURO VELHO F (OURO)
G37;17x7;5X100;35;SILVER STAR (SS)
G37;17x7;5X105;35;GRAFITE BRILHANT (GB)
G37;17x7;5X108;35;GRAFITE BRILHANT (GB)
G37;17x7;5X113;35;BLACK FOSCO (BF)
G37;17x7;5X113;35;GRAFITE BRILHANT (GB)
G37;17x7;5X113;35;OURO VELHO F (OURO)
G37;17x7;5X113;35;SILVER STAR (SS)
G66;15x6;5X205;36;BLACK DIAMOND (BD)
G07;17x6;4X100;35;SILVER STAR (SS)
G87;15x7;5X114;25;BRUTA (BRUTA)
G87;15x7;5X114;25;POLIDA (P)
G87;15x7;5X114;25;PRATA DIAM (SD)
GAUCHA;14x6;4X130;20;PRATA DIAM (SD)
GAUCHA;17x4;5X114;-25;HYPER DIAMOND (HD)
GAUCHA;17x4;4X130;-25;HYPER DIAMOND (HD)
GAUCHA;15x8;4X130;0;HYPER DIAMOND (HD)
GAUCHA;15x8;5X114;0;HYPER DIAMOND (HD)
GTS;18X8;5X100;42;BLACK FOSCO (BF)
GTS;18X8;5X100;42;SILVER STAR (SS)
GTS;18X8;5X105;42;BLACK FOSCO (BF)
GTS;18X8;5X108;42;BLACK FOSCO (BF)
GTS;18X8;5X108;42;SILVER STAR (SS)
GTS;18X8;5X113;42;BLACK (B)
GTS;18x8;5X113;42;BLACK FOSCO (BF)
GTS;18X8;5X113;42;SILVER STAR (SS)
GTS;20x8;5X100;42;BLACK FOSCO (BF)
GTS;20x8;5X100;42;SILVER STAR (SS)
GTS;20x8;5X105;42;BLACK FOSCO (BF)
GTS;20x8;5X105;42;SILVER STAR (SS)
GTS;20x8;5X108;42;BLACK FOSCO (BF)
GTS;20x8;5X108;42;SILVER STAR (SS)
GTS;20x8;5X113;42;BLACK FOSCO (BF)
GTS;20x8;5X113;42;SILVER STAR (SS)
K16;15x6;5X100/108;40;GLOSS (GL)
K27;13X5,5;4X98;36;BLACK DIAMOND (BD)
K27;13X5,5;4X100;36;BLACK DIAMOND (BD)
K27;13X5,5;4X108;36;BLACK DIAMOND (BD)
K27;14x6;4X100;40;BLACK DIAMOND (BD)
K27;14x6;4X108;40;BLACK DIAMOND (BD)
K27;14x6;4X108;40;GRAPHITE DIAMOND (GD)
K27;15x6;4X100;40;BLACK DIAMOND (BD)
K27;15x6;4X100;40;GRAPHITE DIAMOND (GD)
K27;15x6;4X108;40;BLACK DIAMOND (BD)
K27;15x6;4X108;40;GRAPHITE DIAMOND (GD)
K34;14x6;4X100;40;BLACK DIAMOND (BD)
K34;14x6;4X108;40;BLACK DIAMOND (BD)
K34;15x6;4X100;40;BLACK DIAMOND (BD)
K34;15x6;4X108;40;BLACK DIAMOND (BD)
K54;15x6;4X100/108;36;HYPER GLOSS (HG)
K54;15x6;5X100/112;36;HYPER GLOSS (HG)
K54;18x7;5X100/108;40;HYPER GLOSS (HG)
K56;15x7;4X100/108;32;BLACK GLOSS (BG)
K56;15x7;4X100/108;32;HYPER DIAMOND (HD)
K56;17x7;4X100/108;38;HYPER DIAMOND (HD)
K57;15X7,5;4X100;32;BLACK (B)
K57;15X7,5;4X100;32;GRAPHITE DIAMOND (GD)
K58;17x4;5X112;5;BLACK (B)
K58;17x4;5X120;5;BLACK (B)
K60;15x6;4X100;36;BLACK (B)
K60;15x6;4X100;36;BLACK DIAMOND (BD)
K60;15x6;4X108;36;BLACK DIAMOND (BD)
K61;15X6;4X100;36;BLACK DIAMOND (BD)
K61;15X6;4X100;36;BLACK GLOSS (BG)
K62;17x7;5X112;40;HYPER GLOSS (HG)
K63;15x6;4X100;32;BLACK (B)
K63;15x6;4X100;32;BLACK DIAMOND (BD)
K63;15x6;4X100;32;HYPER GLOSS (HG)
K63;15x6;4X108;32;BLACK (B)
K63;15x6;4X108;32;BLACK DIAMOND (BD)
K63;15x6;5X112;32;BLACK DIAMOND (BD)
K63;17x7;4X100;32;BLACK DIAMOND (BD)
K63;17x7;5X100;32;BLACK DIAMOND (BD)
K63;17x7;4X108;32;BLACK DIAMOND (BD)
K63;17x7;5X114;32;BLACK DIAMOND (BD)
K63;20X8;4X100;35;GRAPHITE DIAMOND (GD)
K63;20x8;5X105;35;BLACK DIAMOND (BD)
K63;20x8;5X108;35;BLACK DIAMOND (BD)
K63;20x8;5X114,3;35;BLACK DIAMOND (BD)
K63;20x8;5X114,3;35;BLACK GLOSS (BG)
