modelo;aro;furac�o;offset;acabamento
K63;20X8;4X108;35;GRAPHITE FOSCO DIAM (GFD)
K64;14x6;4X100;30;BLACK DIAMOND (BD)
K64;14x6;4X108;30;BLACK DIAMOND (BD)
K64;15x6;4X100;36;BLACK DIAMOND (BD)
K64;15x6;4X108;36;BLACK DIAMOND (BD)
K64;15x6;4X108;36;BLACK GLOSS (BG)
K65;17X7;4X108;32;BLACK DIAMOND (BD)
K65;17x7;4X108;32;HYPER DIAMOND (HD)
K67;17x7;4X100;40;BLACK DIAMOND (BD)
K67;17x7;5X100;40;BLACK DIAMOND (BD)
K67;17x7;4X108;40;BLACK DIAMOND (BD)
K67;17x7;5X114;40;BLACK DIAMOND (BD)
K67;18x8;5X100;40;BLACK DIAMOND (BD)
K67;18x8;5X105;40;BLACK (B)
K67;18x8;5X105;40;BLACK DIAMOND (BD)
K67;18x8;4X108;40;BLACK DIAMOND (BD)
K67;18x8;5X112;40;BLACK DIAMOND (BD)
K67;18x8;5X120;37;BLACK DIAMOND (BD)
K67;20x8;5X112;40;GRAPHITE DIAMOND (GD)
K67;20x8;5X114;40;BLACK (B)
K67;20X8;5X120;37;BLACK DIAMOND (BD)
K67;20x8;5X120;37;GRAPHITE DIAMOND (GD)
K67;20X8;5X120;37;GRAPHITE FOSCO DIAM (GFD)
K68;18X7;5X112;37;GRAPHITE DIAMOND (GD)
K68;20X8;5X120;37;GRAPHITE DIAMOND (GD)
K69;20x8;4X100;40;GRAPHITE DIAMOND (GD)
K67;20X8;5X112;45;GRAPHITE DIAMOND (GD)
K71;13X5,5;4x98;36;BLACK DIAMOND (BD)
K71;13X5,5;4X100;36;BLACK DIAMOND (BD)
K71;13X5,5;4X108;36;BLACK DIAMOND (BD)
K71;14x6;4X98;36;BLACK DIAMOND (BD)
K71;14x6;4X100;36;BLACK DIAMOND (BD)
K71;14x6;4X108;36;BLACK DIAMOND (BD)
K71;15x6;4X100;38;BLACK DIAMOND (BD)
K71;15x6;5X100;38;BLACK DIAMOND (BD)
K71;15x6;4X108;38;BLACK DIAMOND (BD)
K71;17x6;4X100;42;BLACK DIAMOND (BD)
K71;17x6;5X100;42;BLACK DIAMOND (BD)
K71;17x7;5X100;40;BLACK DIAMOND (BD)
K71;17x7;5X112;40;BLACK DIAMOND (BD)
K71;18X6;4X100;42;BLACK FOSCO DIAMOND (BFD)
K71;18X6;5X100;42;BLACK DIAMOND (BD)
K71;18x7;4X100;40;BLACK DIAMOND (BD)
K71;18x7;5X100;40;BLACK DIAMOND (BD)
K71;18x7;5X105;40;BLACK DIAMOND (BD)
K71;18x7;5X112;38;BLACK DIAMOND (BD)
K72;15x6;4X100;38;BLACK DIAMOND (BD)
K72;15x6;5X100;38;BLACK DIAMOND (BD)
K72;17x7;4X100;40;BLACK DIAMOND (BD)
K72;17x7;5X100;40;BLACK DIAMOND (BD)
K72;17x7;5X112;45;BLACK DIAMOND (BD)
K73;17x6;4X100;42;BLACK DIAMOND (BD)
K73;17x6;5X100;42;BLACK (B)
K73;17x6;5X100;42;BLACK DIAMOND (BD)
K73;17x7;4X100;40;BLACK DIAMOND (BD)
K73;17x7;5X100;40;BLACK (B)
K73;17x7;5X100;40;BLACK DIAMOND (BD)
K73;17x7;5X105;40;BLACK DIAMOND (BD)
K73;17x7;5X108;40;BLACK DIAMOND (BD)
K73;17x7;5X112;45;BLACK (B)
K73;17x7;5X112;45;BLACK DIAMOND (BD)
K73;17x7;5X114;40;BLACK DIAMOND (BD)
K73;18x6;4X100;42;BLACK (B)
K73;18x6;4X100;42;BLACK DIAMOND (BD)
K73;18x6;4X108;42;BLACK DIAMOND (BD)
K73;18x7;5X100;40;BLACK (B)
K73;18x7;5X100;40;BLACK DIAMOND (BD)
K73;18x7;5X105;40;BLACK (B)
K73;18x7;5X105;40;BLACK DIAMOND (BD)
K73;18x7;5X108;40;BLACK (B)
K73;18x7;5X108;40;BLACK DIAMOND (BD)
K73;18x7;5X110;40;BLACK DIAMOND (BD)
K73;18x7;5X112;45;BLACK (B)
K73;18x7;5X112;40;BLACK DIAMOND (BD)
K73;18x7;5X114,3;40;BLACK (B)
K73;20x8;5X100;40;BLACK DIAMOND (BD)
K73;20x8;5X105;40;BLACK DIAMOND (BD)
K73;20x8;5X108;40;BLACK DIAMOND (BD)
K73;20x8;5X110;40;BLACK (B)
K73;20x8;5X112;45;BLACK (B)
K73;20x8;5X112;45;BLACK DIAMOND (BD)
K73;20x8;5X114;40;BLACK (B)
K74;17x7;5X100;35;BLACK DIAMOND (BD)
K74;17x7;5X100;35;GRAPHITE DIAMOND (GD)
K74;17x7;5X112;35;GRAPHITE DIAMOND (GD)
K75;18x7;5X100;40;BLACK DIAMOND (BD)
K75;18x7;5X105;40;BLACK DIAMOND (BD)
K75;18x7;5X105;40;GRAPHITE DIAMOND (GD)
K75;18x7;5X105;40;HYPER DIAMOND (HD)
K75;18x7;5X108;40;BLACK DIAMOND (BD)
K75;18x7;5X108;40;GRAPHITE DIAMOND (GD)
K75;18x7;5X108;40;HYPER DIAMOND (HD)
K75;18x7;5X110;40;BLACK DIAMOND (BD)
K75;18x7;5X110;40;HYPER DIAMOND (HD)
K75;18x7;5X112;45;GRAPHITE DIAMOND (GD)
K76;14x6;4X98;36;BLACK (B)
K76;14x6;4X98;36;HYPER GLOSS (HG)
K76;14x6;4X100;36;BLACK (B)
K76;14x6;4X100;36;HYPER GLOSS (HG)
K76;14x6;4X108;36;BLACK (B)
K76;14x6;4X108;36;HYPER GLOSS (HG)
L1;14X6;5X112;27;BLACK DIAMOND (BD)
L1;14x6;5X112;27;GRAPHITE DIAMOND (GD)
L4;22x9;5X108;45;BLACK DIAMOND (BD)
L4;22x9;5X120;45;BLACK DIAMOND (BD)
LTS;18x7;4X99;;SILVER STAR (SS)
LTS;18x7;5X105;;OURO VELHO F (OURO)
LTS;18x7;5X105;;SILVER STAR (SS)
LTS;18x7;5X113;;BLACK (B)
M10;14x6;5X108;20;BLACK DIAMOND (BD)
M10;14x6;5X112;20;BLACK DIAMOND (BD)
M10;14x6;5X112;20;FACE BLACK DIAMOND (FBD)
M10;14x6;5X114,3;20;BLACK DIAMOND (BD)
M10;14x6;5X114,3;20;FACE BLACK DIAMOND (FBD)
M10;15x7;5X108;0;BLACK DIAMOND (BD)
M10;15x7;5X108;0;FACE BLACK DIAMOND (FBD)
M10;15x7;5X114;0;BLACK DIAMOND (BD)
M10;15x7;5X114;0;FACE BLACK DIAMOND (FBD)
M10;15x7;5X114;20;BLACK DIAMOND (BD)
M10;15x7;5X114;20;FACE BLACK DIAMOND (FBD)
M10;15x8;5X108;0;BLACK DIAMOND (BD)
M10;15x8;5X108;0;FACE BLACK DIAMOND (FBD)
M10;15x8;5X114;0;BLACK DIAMOND (BD)
M10;15x8;5X114;0;FACE BLACK DIAMOND (FBD)
M10;17x7;5X114;25;BLACK DIAMOND (BD)
M11;15x6;4X100;35;BLACK DIAMOND (BD)
M11;15x6;4X100;35;HYPER GLOSS (HG)
M11;15x6;5X112;27;BLACK DIAMOND (BD)
M11;15x6;4X130;35;BLACK DIAMOND (BD)
M11;15x6;4X130;35;HYPER GLOSS (HG)
M11;15x7;5X114;30;SILVER STAR (SS)
M12;17x8;5X114;20;BLACK FOSCO DIAMOND (BFD)
M12;17x8;6X114;20;BLACK FOSCO DIAMOND (BFD)
M12;17x8;5X120;20;BLACK FOSCO DIAMOND (BFD)
M12;17x8;6X139;20;BLACK (B)
M12;17x8;6X139,7;20;BLACK FOSCO DIAMOND (BFD)
M15;16x7;5X114;10;BLACK DIAMOND (BD)
M15;16x7;5X114,3;10;GOLD BLACK LI (GBL)
M15;16x7;6X114;10;GRAPHITE FOSCO DIAM (GFD)
M15;16x7;6X114;10;BLACK DIAMOND (BD)
M15;16x7;5X139;10;BLACK DIAMOND (BD)
M15;16x7;6X139,7;10;BLACK DIAMOND (BD)
M15;16x7;6X139,7;36;GOLD BLACK LI (GBL)
M16;13X5,5;4x98;36;BLACK (B)
M16;13X5,5;4X98;36;BLACK DIAMOND (BD)
M16;13X5,5;4X100;36;BLACK (B)
M16;13X5,5;4X100;36;BLACK DIAMOND (BD)
M16;13X5,5;4X108;36;BLACK (B)
M16;13X5,5;4X108;36;BLACK DIAMOND (BD)
M16;14x6;4X98;36;BLACK (B)
M16;14x6;4X98;36;BLACK DIAMOND (BD)
M16;14x6;4X100;36;BLACK (B)
M16;14x6;4X100;36;BLACK DIAMOND (BD)
M16;14x6;4X108;36;BLACK (B)
M16;14x6;4X108;36;BLACK DIAMOND (BD)
M16;14x6;4X114;36;BLACK DIAMOND (BD)
M16;15x6;4X98;40;BLACK (B)
M16;15x6;4X98;40;BLACK DIAMOND (BD)
M16;15x6;4X100;40;BLACK (B)
M16;15x6;4X100;40;BLACK DIAMOND (BD)
M16;15x6;4X108;40;BLACK (B)
M16;15x6;4X108;40;BLACK DIAMOND (BD)
M16;15x6;4X114;40;BLACK DIAMOND (BD)
M16;16x6;4X100;42;BLACK (B)
M16;16x6;4X100;42;BLACK DIAMOND (BD)
M16;16x6;5X100;42;BLACK (B)
M16;16x6;5X100;42;BLACK DIAMOND (BD)
M16;16x6;4X108;42;BLACK (B)
M16;16x6;4X108;42;BLACK DIAMOND (BD)
M16;16x6;4X114;42;BLACK DIAMOND (BD)
M16;16x6;5X114;42;BLACK (B)
M16;16x6;5X114;42;BLACK DIAMOND (BD)
M16;17x7;4X100;42;BLACK (B)
M16;17x7;4X100;42;BLACK DIAMOND (BD)
M16;17x7;5X100;42;BLACK DIAMOND (BD)
M16;17x7;4X108;42;BLACK (B)
M16;17x7;4X108;42;BLACK DIAMOND (BD)
M16;17x7;5X108;42;BLACK DIAMOND (BD)
M16;17x7;4X114;42;BLACK DIAMOND (BD)
M16;17x7;5X114;42;BLACK (B)
M16;17x7;5X114;42;BLACK DIAMOND (BD)
M17;15x7;4X100/108;30;BLACK DIAMOND (BD*)
M17;15x7;4X100/108;30;HYPER DIAMOND (HD*)
M17;17x7;4X100/108;32;HYPER DIAMOND (HD)
M18;15x6;4X100;36;HYPER GLOSS (HG)
M18;15x6;4X108;36;HYPER GLOSS (HG)
M19;15x7;5X100;30;HYPER DIAMOND (HD)
M19;15x7;4X100/108;30;HYPER DIAMOND (HD)
M20;15x7;4X100;35;HYPER DIAMOND (HD)
M20;15x7;5X100;35;HYPER DIAMOND (HD)
M20;15x7;5X112;35;HYPER DIAMOND (HD)
M20;17x6;4X100;42;HYPER DIAMOND (HD)
M20;17X6;5X100;42;HYPER DIAMOND (HD)
M20;17x6;5X112;42;HYPER DIAMOND (HD)
M21;16x6;4X100;42;GRAFITE FOSC (GF)
M21;16x6;4X100;42;SILVER STAR (SS)
M2;15x6;4X98;42;SILVER STAR (SS)
M22;16x9;5X114;-20;BLACK DIAMOND (BD)
M22;16x9;6X114;-20;BLACK DIAMOND (BD)
M22;16x9;6X139;-20;BLACK DIAMOND (BD)
M22;18X8,5;5X114;15;BLACK DIAMOND (BD)
M22;18X8,5;6X114;15;BLACK DIAMOND (BD)
M22;18X8,5;5X120;15;BLACK DIAMOND (BD)
M22;18X8,5;5X120;15;BLACK FOSCO DIAMOND (BFD)
M22;18X8,5;5X127;15;BLACK DIAMOND (BD)
M22;18X8,5;6X139;15;BLACK DIAMOND (BD)
M23;18x8;5X108;20;BLACK FOSCO (BF)
M23;18x8;5X114;20;BLACK FOSCO (BF)
M23;18x8;6X114;20;BLACK FOSCO (BF)
M23;18x8;6X139;20;BLACK DIAMOND (BD)
M23;18x8;6X139;20;BLACK FOSCO (BF)
M23;20X8,5;5X108;20;BLACK FOSCO (BF)
M23;20X8,5;6X114,3;20;BLACK FOSCO (BF)
M23;20X8,5;5X120;20;BLACK FOSCO (BF)
M23;20X8,5;6X139,7;20;BLACK (B)
M23;20X8,5;6X139,7;20;BLACK DIAMOND (BD)
M23;20X8,5;6X139,7;20;BLACK FOSCO (BF)
M25;15x6;4X100;38;BLACK DIAMOND (BD)
M25;15x6;4X100;38;HYPER GLOSS (HG)
M25;15x6;5X100;38;BLACK DIAMOND (BD)
M25;15x6;5X100;38;HYPER GLOSS (HG)
M25;18x6;4X100;40;BLACK DIAMOND (BD)
M25;18x6;4X100;40;HYPER GLOSS (HG)
M25;18x6;5X100;40;BLACK DIAMOND (BD)
M25;18x6;5X100;40;HYPER GLOSS (HG)
M25;18x7;5X100;40;BLACK DIAMOND (BD)
M25;18x7;5X100;40;HYPER GLOSS (HG)
M25;18x7;5X112;40;BLACK DIAMOND (BD)
M25;18x7;5X112;40;HYPER GLOSS (HG)
M25;18x7;5X114,3;40;BLACK DIAMOND (BD)
M25;18x7;5X114,3;40;HYPER GLOSS (HG)
M26;15x7;4X100;35;HYPER DIAMOND (HD)
M27;16x7;8X170;7;HYPER DIAMOND (HD)
M28;14x6;4X98;36;BLACK (B)
M28;14x6;4X98;36;HYPER GLOSS (HG)
M28;14x6;4X100;36;BLACK (B)
M28;14x6;4X100;36;GLOSS SHADOW (GS)
M28;14x6;4X100;36;HYPER GLOSS (HG)
M28;14x6;4X108;36;BLACK (B)
M28;14x6;4X108;36;GLOSS SHADOW (GS)
M28;14x6;4X108;36;HYPER GLOSS (HG)
M28;15x6;4X98;38;BLACK (B)
M28;15x6;4X98;38;GLOSS SHADOW (GS)
M28;15x6;4X98;38;HYPER GLOSS (HG)
M28;15x6;4X100;38;BLACK (B)
M28;15x6;4X100;38;GLOSS SHADOW (GS)
M28;15x6;4X100;38;HYPER GLOSS (HG)
M28;15X6;5X100;38;BLACK (B)
M28;15x6;5X100;38;HYPER GLOSS (HG)
M28;15X6;4X108;38;BLACK (B)
M28;15x6;4X108;38;HYPER GLOSS (HG)
M28;15x6;4X114;38;HYPER GLOSS (HG)
M28;16x6;4X98;42;BLACK (B)
M28;16x6;4X98;42;HYPER GLOSS (HG)
M28;16x6;4X100;42;BLACK (B)
M28;16x6;4X100;42;GLOSS SHADOW (GS)
M28;16x6;4X100;42;HYPER GLOSS (HG)
M28;16x6;5X100;42;BLACK (B)
M28;16x6;5X100;42;HYPER GLOSS (HG)
M28;16x6;4X108;42;BLACK (B)
M28;16x6;4X108;42;HYPER GLOSS (HG)
M28;16x6;5X110;42;HYPER GLOSS (HG)
M28;16x6;4X114;42;BLACK FOSCO DIAMOND (BFD)
M28;16x6;4X114;42;HYPER GLOSS (HG)
M28;16x6;5X114;42;BLACK (B)
M28;16x6;5X114;42;HYPER GLOSS (HG)
M30;17x7;4X98;41;BLACK DIAMOND (BD)
M30;17x7;4X100;41;BLACK DIAMOND (BD)
M30;17x7;4X100;41;GLOSS SHADOW (GS)
M30;17x7;4X100;41;HYPER GLOSS (HG)
M30;17x7;5X100;40;BLACK (B)
M30;17x7;5X100;40;BLACK DIAMOND (BD)
M30;17x7;5X100;40;GLOSS SHADOW (GS)
M30;17x7;5X100;40;HYPER GLOSS (HG)
M30;17x7;5X105;40;BLACK DIAMOND (BD)
M30;17x7;4X108;25;BLACK DIAMOND (BD)
M30;17x7;4X108;25;GLOSS SHADOW (GS)
M30;17x7;4X108;41;BLACK DIAMOND (BD)
M30;17x7;5X108;40;BLACK DIAMOND (BD)
M30;17x7;5X110;30;BLACK (B)
M30;17x7;5X110;30;BLACK DIAMOND (BD)
M30;17x7;5X112;40;BLACK DIAMOND (BD)
M30;17x7;5X114,3;40;BLACK (B)
M30;17x7;5X114;40;BLACK DIAMOND (BD)
M30;17x7;5X114,3;40;GLOSS SHADOW (GS)
M30;17x7;5X120;40;BLACK DIAMOND (BD)
M30;18x8;5X98;30;BLACK (B)
M30;18x8;5X98;30;BLACK DIAMOND (BD)
M30;18x8;5X98;30;GLOSS SHADOW (GS)
M30;18x8;5X98;30;HYPER GLOSS (HG)
M30;18x8;4X100;41;BLACK DIAMOND (BD)
M30;18x8;4X100;41;HYPER GLOSS (HG)
M30;18x8;5X100;40;BLACK (B)
M30;18x8;5X100;40;BLACK DIAMOND (BD)
M30;18x8;5X100;40;GLOSS SHADOW (GS)
M30;18x8;5X100;40;HYPER GLOSS (HG)
M30;18x8;5X100;40;LIP BLACK FOSCO (LBF)
M30;18x8;5X105;40;BLACK (B)
M30;18x8;5X105;40;BLACK DIAMOND (BD)
M30;18x8;5X105;40;GLOSS SHADOW (GS)
M30;18x8;5X105;40;HYPER GLOSS (HG)
M30;18x8;5X105;40;LIP BLACK FOSCO (LBF)
M30;18x8;4X108;25;BLACK DIAMOND (BD)
M30;18x8;5X108;40;BLACK (B)
M30;18x8;5X108;40;BLACK DIAMOND (BD)
M30;18x8;5X108;40;GLOSS SHADOW (GS)
M30;18x8;5X108;40;HYPER GLOSS (HG)
M30;18x8;5X108;40;LIP BLACK FOSCO (LBF)
M30;18x8;5X110;30;BLACK (B)
M30;18x8;5X110;30;BLACK DIAMOND (BD)
M30;18x8;5X110;30;GLOSS SHADOW (GS)
M30;18x8;5X110;30;HYPER GLOSS (HG)
M30;18x8;5X112;42;BLACK (B)
M30;18x8;5X112;42;BLACK DIAMOND (BD)
M30;18x8;5X112;42;GLOSS SHADOW (GS)
M30;18x8;5X112;42;HYPER GLOSS (HG)
M30;18x8;5X114,3;40;BLACK (B)
M30;18x8;5X114,3;40;BLACK DIAMOND (BD)
M30;18x8;5X114,3;40;GLOSS SHADOW (GS)
M30;18x8;5X114,3;40;HYPER GLOSS (HG)
M30;18x8;5X114,3;40;LIP BLACK FOSCO (LBF)
M30;18x8;5X120;35;BLACK (B)
M30;18x8;5X120;35;BLACK DIAMOND (BD)
M30;18x8;5X120;35;GLOSS SHADOW (GS)
M30;18x8;5X120;35;HYPER GLOSS (HG)
M30;18x8;5X120;35;LIP BLACK FOSCO (LBF)
M30;19x8;5X98;30;BLACK DIAMOND (BD)
M30;19x8;5X100;40;BLACK DIAMOND (BD)
M30;19x8;5X110;30;BLACK (B)
M30;19x8;5X110;30;BLACK DIAMOND (BD)
M30;19x8;5X112;27;BLACK (B)
M30;19x8;5X112;27;BLACK DIAMOND (BD)
M30;19x8;5X112;42;BLACK (B)
M30;19x8;5X112;42;BLACK DIAMOND (BD)
M30;19x8;5X114;40;BLACK DIAMOND (BD)
M30;19x8;5X120;35;BLACK (B)
M30;19x8;5X120;35;BLACK DIAMOND (BD)
M30;19x9;5X112;34;BLACK (B)
M30;19x9;5X112;34;BLACK DIAMOND (BD)
M30;19x9;5X112;45;BLACK (B)
M30;19x9;5X112;45;BLACK DIAMOND (BD)
M30;19x9;5X120;42;BLACK (B)
M30;19x9;5X120;42;BLACK DIAMOND (BD)
M30;20x8;5X98;30;BLACK (B)
M30;20x8;5X98;30;GLOSS SHADOW (GS)
M30;20x8;5X100;40;BLACK (B)
M30;20x8;5X100;40;BLACK DIAMOND (BD)
M30;20x8;5X100;40;GLOSS SHADOW (GS)
M30;20x8;5X100;40;HYPER GLOSS (HG)
M30;20x8;5X105;40;BLACK (B)
M30;20x8;5X105;40;BLACK DIAMOND (BD)
M30;20x8;5X105;40;GLOSS SHADOW (GS)
M30;20x8;5X105;40;HYPER GLOSS (HG)
M30;20x8;5X108;40;BLACK (B)
M30;20x8;5X108;40;BLACK DIAMOND (BD)
M30;20x8;5X108;40;GLOSS SHADOW (GS)
M30;20x8;5X108;40;HYPER GLOSS (HG)
M30;20x8;5X110;30;BLACK (B)
M30;20x8;5X110;30;BLACK DIAMOND (BD)
M30;20x8;5X110;30;GLOSS SHADOW (GS)
M30;20x8;5X110;30;LIP BLACK FOSCO (LBF)
M30;20x8;5X112;42;BLACK (B)
M30;20x8;5X112;42;BLACK DIAMOND (BD)
M30;20x8;5X112;42;GLOSS SHADOW (GS)
M30;20x8;5X112;42;HYPER GLOSS (HG)
M30;20x8;5X114,3;40;BLACK (B)
M30;20x8;5X114,3;40;BLACK DIAMOND (BD)
M30;20x8;5X114,3;40;HYPER GLOSS (HG)
M30;20x8;5X114,3;40;LIP BLACK FOSCO (LBF)
M30;20x8;5X120;35;BLACK (B)
M30;20x8;5X120;35;BLACK DIAMOND (BD)
M30;20x8;5X120;35;HYPER GLOSS (HG)
M30;20x8;5X120;35;LIP BLACK FOSCO (LBF)
M31;17x9;5X114,3;-5;BLACK FOSCO (BF)
M31;17x9;5X114,3;-5;GOLD BLACK LI (GBL)
M31;17x9;6X114,3;15;BLACK FOSCO (BF)
M31;17x9;6X114,3;15;FGF (FGF)
M31;17x9;5X120;15;BLACK FOSCO (BF)
M31;17x9;5X120;15;FGF (FGF)
M31;17x9;6X139,7;15;BLACK FOSCO (BF)
M31;17x9;6X139,7;15;FGF (FGF)
M31;17x9;6X139,7;15;GOLD BLACK LI (GBL)
M31;17x9;6X139,7;-5;BLACK FOSCO (BF)
M31;17x9;6X139,7;-5;FGF (FGF)
M31;17x9;6X139,7;-5;GOLD BLACK LI (GBL)
M31;20x9;6X114,3;0;BLACK FOSCO (BF)
M31;20x9;6X114,3;0;FGF (FGF)
M31;20x9;5X120;0;BLACK FOSCO (BF)
M31;20x9;5X120;0;FGF (FGF)
M31;20x9;6X139,7;-20;BLACK (B)
M31;20x9;6X139,7;-20;BLACK FOSCO (BF)
M31;20x9;6X139,7;-20;FGF (FGF)
M31;20x9;6X139;0;BLACK (B)
M31;20x9;6X139,7;0;BLACK FOSCO (BF)
M31;20x9;6X139,7;0;BLACK FOSCO DIAMOND (BFD)
M31;20x9;6X139,7;0;FGF (FGF)
M31;20x9;6X139,7;0;GOLD BLACK LI (GBL)
M32;15x6;4X98/108;38;BLACK (B)
M32;15x6;4X98/108;38;GLOSS SHADOW (GS)
M32;15x6;4X98/108;38;HYPER GLOSS (HG)
M32;15x6;4X100/108;38;BLACK (B)
M32;15x6;4X100/108;38;GLOSS SHADOW (GS)
M32;15x6;4X100/108;38;HYPER GLOSS (HG)
M32;15x6;5X100/110;38;BLACK (B)
M32;15x6;5X100/110;38;HYPER GLOSS (HG)
M32;15x6;4X100/114,3;38;BLACK (B)
M32;15x6;4X100/114;38;GLOSS SHADOW (GS)
M32;15x6;4X100/114,3;38;HYPER GLOSS (HG)
M32;17x6;4X98/108;40;GLOSS SHADOW (GS)
M32;17x6;4X98/108;40;HYPER GLOSS (HG)
